age,location,ethnicity,occupation,status,description,scam,age_group,country
37,"Quito, Ecuador",hispanic,government,single,"I am looking for a serious relationship to start a family, looking for a girl for marriage, I am simple, humble, hardworking and in good humor.",0,31-40,Ecuador
46,"Providence, Utah, United States",white,tourism,single,"There r basically two kinds of people those who give and those who take, but not in extremes. Everybody does both, but most waiver on one-side. Some take what they can to feed thier souls making thier lives a better place, others give to feed thier souls, leaving our planet a better place. Don?€?t get me wrong I too am looking for quality of life, but don?€?t need someone to create it for me. I want someone to share it with. I?€?m here for the same reasons you are.Im looking for someone to share and enjoy lifes journeys with. When I was younger I sometimes listened without comfirming. This meant a lot of things that wern?€?t true, but sounded like they could be were just considered true. Classic one that Im sure you?€?ve all heard is ?€?Opposites attract?€?. Yes, they do because you admire qualities in people that you don?€?t posses urself. This makes them different and interesting. Well, down the road and a few failed attempts later I realized that the very things that attracted you to this person are the samthings that force you apart. With this said. I would like to find someone who sees the world with similar eyes that I do.
Im looking for someone to share and enjoy lifes journeys with. When I was younger I sometimes listened without comfirming. This meant a lot of things that wern?€?t true, but sounded like they could be were just considered true. Classic one that Im sure you?€?ve all heard is ?€?Opposites attract?€?. Yes, they do because you admire qualities in people that you don?€?t posses urself. This makes them different and interesting. Well, down the road and a few failed attempts later I realized that the very things that attracted you to this person are the samthings that force you apart. With this said. I would like to find someone who sees the world with similar eyes that I do.",1,41-50,United States
31,"Arizona, United States",white,finance,single,"My name is Kate , I?€?m 30 years old single never married looking for a serious relationship cool and simply down to earth,very devoted but when it comes to love i always want to see the language of the heart been speaking and that is love, I?€?m a communicative person and I always take an active part in social life. I?€?m sensitive, faithful and family-oriented. I?€?m intelligent, smart, kind and Tender And also looking for a man who can make a very good passionate love to his woman and can satisfy Queenkate0244@gmail.com email me there now",1,31-40,United States
72,"Anderson, SC, USA",white,retired,widowed,"I'm a friendly, caring, not jealous and people person. I love to ride on motorcycles, love the beach and mountains.",0,71-80,United States
25,"Poltava, Ukraine",white,finance,single,"My name is Alyona. I am 25 years old. I love nature very much. That is why I try to find free time to go outside the city. Moreover i adore playing the piano and singing. I love reading interesting books ?€? my favorite kinds of books are fantasy and romantic novels. I adore playing the piano and singing. I go to the gym almost every day, it is good chance to keep my body in good shape. I want to share my life with kind, manly, smart man, with good sense of humor. I appreciate respect, understanding, loyalty between each others . I am ready to surround my beloved with care and love. I need my special one who will be the part of my heart which is missing at the moment.",1,21-30,Ukraine
48,"Kansas City, MO, USA",white,other,single,Desperately seeking my person. I'm a hopeless romantic who just wants to find a quiet place to enjoy life with an amazing woman. Feel free to ask me anything.,0,41-50,United States
59,"San Nicol??s de los Garza, N.L., M??xico",hispanic,other,widowed,"I am Quiet, Hardworking and a Good Provider, I like to go to the movies, watch TV, travel and watch soccer. Dance.",0,51-60,Mexico
55,"Los Angeles, California, United States",white,engineering,divorced,"I am a gentle mqn, honest person, with a good sense of humor.. caring, loving, and loyal person. Love to laugh, love to hug, love to kiss:My family are very important to me, as are my dogs and all animals. I believe relationships could be so simple with respect and consideration for the other person.I?€?m quite humble and appreciate the little things in life that people do to me and that I am capable of doing for others. Nothing would give me greater pleasure than to make someone feel special, loved, wanted and cared for..
I try to cherish every moment of whatever I do, wherever I am, and value & everything I have.I?€?m a man who lives life as it comes to me. I do not worry about tomorrow because it will be here no matter what I do. The best days of my life are still yet to come when I meet a special woman. I cannot afford to play mind games because it hurts me really a lot!
My ideal of a match,romantic, loving, kind, intellectual woman who is not afraid to explore or tell his partner how she feels.I?€?m looking for someone who i can will spend the rest of my life?€?s with.someone special that I can grow old with, and i can always look in the eye and know that the love between us is just as wonderful and exciting as the day we just met..I?€?d like to meet someone of my type,Mostly a good listener and communicator.who enjoys the simple things in life, just as I do..who loves to laugh and take things as they are fun loving person, caring, romantic,who knows how to take care of a prince lol.nd Will treat me with respect and dignity and you will get more than you could ever imagine. I know my worth and place in this world and if that sounds modest then so be it. Our greatest achievement in life is to remain ourselves in a world that is constantly trying to change us.i like to share my dream and ambitions with someone i will love for the rest of my life and live happily as a big beautiful family.",1,51-60,United States
62,"Arizona, United States",white,construction,widowed,"Am a retired railway constructor,am a widowed and I have a daughter and a son,And am happy with them,But looking for a companion.lastly i hate scammers cos i dont have money?€?.you can add me on my yahoo id@robert_mills64@yahoo.com
am happy when singing,because my son is a singer.And Happy when chatting.",1,61-70,United States
52,"Pontiac, Michigan, United States",white,contractor,divorced,AM BILL ERDEEN BY NAME AND A SINGLE DAD WHO IS IN SEARCH OF THAT SPECIAL LADY TO MY HEART AM ERR JUST BE WITH THE WOMAN OF MY DREAMS AND I KNOW IT MIGHT BE YOU OUT THERE. BE FREE TO TEXT ME IF YOU LIKE ME BT MUST BE 40 ABOVE. MUST BE WHITE ONLY,1,51-60,United States
42,"Pompton Lakes, NJ, USA",white,contractor,single,"I am fun, curious, I like to do everything.",0,41-50,United States
27,"Stockholm, Sweden, or Oslo, Norway",black,other,single,"I?€?m serious and mature woman who is looking for serious relationships only, so if you are looking for games I?€?m not the one you need. I?€?m a little bit romantic and dreamy. But I am also very active and sportive girl I am social and have a good sense of humor.I like to emphasize the beauty of people and make their lives much better and lovely!",1,21-30,Norway
64,"Nagybajom, 7561 Hungary",white,retired,single,Hello. I am recently retired. In Germany I worked as a site manager. But I've been living in Hungary for 12 years. There I have an old Hungarian farmhouse surrounded by greenery near a forest. I am mobile and drive cars and quads. I also have a dog and a cat.,0,61-70,Hungary
45,"Caracas, Distrito Capital, Venezuela",hispanic,academic,single,"I like to read, have fun, walk, dance, spend time with my partner, travel, and have a good time as a couple.",0,41-50,Venezuela
43,"Phoenix, Arizona, United States",white,military,divorced,"I enjoy the simple things of life, I cant really say if i like loud or quiet places It actually depends on my mood?€?I enjoy staring at the ocean in total quietness. When its clean, I love to play music real loud and dance. I don?€?t really like the outdoors I don?€?t like being out in the heat too much?€??€?I actually love cold weather?€?.If I am outdoors in the heat I like to get wet and cool down. I enjoy going to parks, the pool, biking, and roller coasters. I love to go swimming in the pool at night and get a mountain and i like it at the spur of the moment and i enjoy being around kids playing with them and walking together makes me glad and busy,my Favorite holiday are Christmas.i also love late night walk in the summer with someone special by your side.
In a relationship, I like to do unexpected things for my loved one?€?..always trying to make her feel special and cherished.",1,41-50,United States
30,"Colorado Springs, United States",white,carer,single,"I am a kind and open woman with an excellent sense of humor. I?€?m friendly and can be funny sometimes, but in the whole I am rather serious lady with big plans for future. I adore life, as it is. I just take easy all problems and difficulties and have a pleasure from every pleasant moment, which happen in my life, even if this moment is very short. I live every day, as if it is the last in my life. I want to have unconditional love with lots of affection and romantic moments.",1,31-40,United States
70,"Cartagena, Cartagena Province, Bolivar, Colombia",white,other,divorced,"Recently divorced and seeking a Latin Senorita for fun, friendship, and romance. My 1st visit to Columbia. I am in love with the country already. I am a World Traveller looking for adventure and new cultures. Contact me.",0,71-80,Colombia
31,"Caracas, Distrito Capital, Venezuela",hispanic,other,single,"I like to dance, act and cook",0,31-40,Venezuela
35,"Miami, Florida",white,self-employed,single,"cool and beautiful woman am just cool looking for real man ,",1,31-40,Florida
43,"Trinidad, Trinidad and Tobago",black,medical,separated,hello i am a hard working guy yet free spirited loving fun and caring.like going out meeting new people trying new things but really i love just rocking back home cuddling up with the special someone watching movies. yeh am just a cool guy looking for love,0,41-50,Trinidad and Tobago
60,"New York, United States",white,other,single,"I m single caring man, i m from USA, very good in giving to those who are in need, anyway you know much more about as you wanted, when you meet here you will know more okay thanks for your understand God bless you",1,61-70,United States
38,"Bogot??, Bogota, Colombia",hispanic,other,single,"I am thin, somewhat athletic, I am 38 years old, I really like sports, jogging, walking, I really like to pamper, I like to do massages, I cook and I am looking for a woman who makes me happy.",0,31-40,Colombia
45,"Ciudad de M??xico, CDMX, M??xico",hispanic,other,divorced,"Normal person, without existential complexes and willing to share the rest of his life with a girl.",0,41-50,Mexico
58,"Houston, Texas, United States",white,military,widowed,"i?€?m from the USA, and i?€?m here to make new friends and relationship, william010122@gmail.com",1,51-60,United States
71,"Amory, MS 38821, USA",native american,retired,widowed,I have an tinder spirit and an romantic heart and I will always show you respect,0,71-80,United States
50,"Los Angeles, California, United States",white,other,divorced,"I am 51 year old, 6?€?0 tall, I am a nice, intelligent, caring, fun loving, sensitive man who is looking for someone to share the rest of my life with.I know that developing a good and solid friendship is the first step finding the woman I of my dreams. So, I know that it will take time for us to get acquainted come to trust and respect each other. If you are interested in a serious relationship,one that will also take time to develop, then I may be your man?€?I am honest always as there is nothing that I can think of that would make it wrong. I have a very off beat sense of humor and I am quick with it, one of the happiest things to feel is laughter until the tears stream down your cheeks, I find humor in almost everything, but never take anyone feelings lightly. I am an awesome listener as I also believe that if it is important enough for you to say, it is important enough for me to listen, and take heed in what is being said. I too am not a night life person, I prefer to stay home or be someplace special with my someone special. I am ready to find that someone who can appreciate all of things I have to offer and accept me as I am. I approach this renewed journey with caution as my feelings and heart are quick to get the best of my head. However, once I give them they are true and deep in every sense?€?",1,51-60,United States
72,"Kalamazoo, MI, USA",white,other,widowed,Widower with a lot of life to live,0,71-80,United States
33,"Austin, Texas, or Georgia, or Florida, United States",white,sales,divorced,I am an easy going and God fearing woman. who loves to enjoy and live life to the fullest. and i am hoping to meet someone that will love me for who i am not for what i have. and i will give the same to her. someone i will care for and cherish with the whole of me,1,31-40,United States
26,"London, United Kingdom",white,self-employed,single,"Hi! Excellent day to get acquainted.
A genuine heart looking for her soul mate To share the future..!. Elegant, lovely girl looking for her Mr . Wonderful?€?if you are out there I?€?ll find you!
I am a happy and content person.",1,21-30,United Kingdom
26,"Austin, Texas, United States",white,sales,single,"I?€?m kind,decent,romantic,diligent,God fearing,humble and honest..Cooking is my number one hobby,i like traveling,swimming,camping,skiing,fishing,walk in a park,going to beach and more outdoors..I?€?m open and reserve.",1,21-30,United States
55,"Houston, Texas, or Bridgeport, Connecticut, United States",white,engineering,widowed,"I?€?m always myself,I don?€?t claim to be what i am not. I tend to speak my mind and share more light and thoughts to things, I?€?m not perfect, I?€?m a good listener and I like learn. I am a caring, loving, understanding man. I like the outdoors, sports, taking walks, movies, music, and spending time at home. I have a great sense of humor. I love life and I love to laugh. I am looking for a serious relationship. I am looking for a woman who is serious and wants to be loved and treated like a queen.",1,51-60,United States
43,"Franklin Park, Illinois, United States",white,military,divorced,"I?€?m an active and outgoing guy looking for someone similar to experience life with and have the time of our lives.I?€?m looking for someone that I can call a friend and a partner. Someone that I can share memories with and have as an ally in my life. Most of all I?€?m looking for someone who is capable of being trusted and supports my goals and ambitions as much as I support hers. I?€?ve lived all over the world and have had many wonderful experiences. I?€?d like to find someone equally as adventurous with a knack for being independent.im looking for the right woman to share all those things with; to explore, laugh, dine, drink, relax?€? I?€?m seeking a fun, vibrant woman who laughs first and ask questions later, but also someone who challenges me to be a better man. I?€?m a pretty good dude who borders on ?€?total gentleman,?€? and I?€?d like to think I know how to treat a woman very well. The old-fashioned way, but not ?€?too old-fashioned.?€? Excuse my humor, but ideally?€?I?€?m looking for a woman who I can take care of and who will take care of me. Sound fair? It?€?s a partnership.",1,41-50,United States
50,"Cundinamarca, Colombia",hispanic,other,single,"I am a special, simple, loving, faithful woman with many desires to do new things, an entrepreneur and an excellent mother.",0,51-60,Colombia
51,"Bogot??, Colombia",hispanic,self-employed,single,"charismatic, social, enterprising, homely,",0,51-60,Colombia
33,"Bristol, United Kingdom, or Accra, Ghana",white,carer,single,"I am simple girl, honest, loyal and sweet woman who?€?s looking for a good man. I am a religious woman and passionate. I love listening to music, to cook and play computer. also hardworking, cheerful, affectionate and a happy woman who is easy-going, humble, nice, faithful, loyal woman.
I?€?m searching for my right man, the one who is good, loyal, faithful, responsible honest, respectful, loving, God-fearing, caring and family oriented. A man who can grow old with me and build a happy family.",1,31-40,Ghana
27,"New York, United States",mixed,other,single,i am cool and hardworking personality.like cooking and other domestic recreaction.peaceful lover and generous in nature.easy going and like to smile all time;i understand the feelings of my dear and near ones with.kind and humble.respectful and royal and GOD fearing personality which dont love easily but love i will give out with all i have,1,21-30,United States
37,"Barranquilla, Atl??ntico, Colombia",white,other,single,"I am happy fun
Loving, kind
I love to share and I don't like deception",0,31-40,Colombia
36,"Loreto, B.C.S., M??xico",hispanic,other,single,I found an incredible place and I would love to be able to share my life definitively with someone who can spend their days in harmony,0,31-40,Mexico
24,"Nebraska, United States",black,other,single,i.m simple girl i we also like to meet simple mane. tour love relationship,1,21-30,United States
51,"Louisville, KY, USA",white,engineering,single,I'm an honest man with good morals and a big heart,0,51-60,United States
39,"Little Rock, Arkansas, United States",white,military,single,"I am patient,generous, kind, and loving. I am always upbeat, have a positive attitude about most things and I like to have fun. I enjoy music, theater, movies and art. I love to travel, and to go sightseeing. I love museums, romantic dinners, seaside resorts and sunsets.. I?€?ve a naturally curious mind and love to learn about people?€?s, cultures, and so many other things. So meeting someone with different interests they can share with me is a bonus! I read everyday from both fiction and non-fiction for both relaxation and my love of learning.
I believe life is a long process of learning if we only take the opportunities that come our way! I enjoy the outdoors and am so happy that the weather has improved so I can blade or hike and just enjoy the sunshine! I?€?m out in the garden, rollerblading or hiking on a beautiful day. I also enjoy the water and boating, canoeing and sailing. Been Business man gave me lots of experiences to share with you. I?€?m a closet artist but decided long ago that art is an avocation for me, so I enjoy a gallery or museum when I can. One day, when I fine my love I?€?ll have the chance to hone those skills for pleasure in my own ways. But for now I admire beauty and color in nature and in other peoples art. My Business involves compassion, teaching, writing and helping others. When you get to know me you will soon see how empathetic I am and how generous I can be. Still, the woman in my life will have to reciprocate in the same way to earn a place in my heart. People are my passion but family and friends come first, that is after caring for myself! I have a gym membership for when the weather is bad and I love to see the latest movies.",1,31-40,United States
60,"Bsharri, Lebanon",middle eastern,other,single,"I follow my words and I'm a man of my words.I'm single never married. I'm seeking for a long term relationship that could lead to marriage. I'm cleansed with my own tears for true love, so I will remain pure for evermore. Only great joy or great sorrow can reveal my truth. I look up high to see only the light, and never look down to see my shadow. By true love, I could live on the fragrance of the earth, and like an air plant be sustained by the light. 
I have a strong personality. I'm self confident, strong willed, romantic, sensual, independent, honest, sincere, upright, patient, persistent, very bold, refined, talented, corageous, valiant, manifold and many sided... I'm very educated and well mannered. I always develop myself and I treat others the way I want them to treat me. I will stay clean, upright, transparent, charitable, and fair to the oppressed, but hard on people oppressors. I'm always patient in pain, strong and above all lowly passions... But I always say: Save me, God, from myself, cleanse me of all my impurities. Forge me in the forge of Your Right...
Otherwise, I'm very fond of music and dance, because dancing give me the chance to express my emotions, and it arouses different feelings in my soul. So I'm very calm in my life, but very crazy in my love. 
I adore Love and Beauty because they are the reflection of God in me. I want to live by kindness which should be the source of every law upon the earth, for kindness is the shadow of God in me. To me, the true great love makes miracles and heals from diseases. It is boundless and has no age. Effectively, I prefer death through happiness of love a thousandfold to life in vain and despair. I prefer to be a dreamer among modest and poor men, than being a rich man among those who are without dreams and desires...
Moreover, by love, my second nature can transform me in one new person. So I must be devoted to love and life, because, what I get out of it depends of what I put into it...
And all my life, I've been searching for the true love, for a face, for a look... I'm perpetually in a state of wandering... searching... my future beloved... It's so easy to find a person to live with, but it's so hard to find the one without whom I can't live.",0,61-70,Lebanon
39,"Miami, Florida, EE. UU.",hispanic,transport,single,I am a responsible happy down to earth guy looking for a true relationship.,0,31-40,United States
53,"New York, United States",white,security,widowed,".all I want is someone I can call a friend, a lover, my companion. I have been starved of real love for a long time now.",1,51-60,United States
39,"Barcelona, Anzo??tegui, Venezuela",mixed,engineering,divorced,"Charismatic, friendly and super friendly and sincere",0,31-40,Venezuela
38,"Los Angeles, California, United States",mixed,self-employed,single,i will like us to have a good partnership relationship. I pray we meet each other some day soon if you are interested for us to move to the next level of friendship. I want someone who i could trust even without him close to me i can trust him. i see you are a nice and humble man and i will like to know you more.,1,31-40,United States
38,"Barquisimeto 3001, Lara, Venezuela",white,self-employed,separated,Outgoing. Fun. Affectionate. Accommodating. I cook. I do a little bit of everything,0,31-40,Venezuela
38,"Austin, Texas, United States",native american,carer,single,"I am self-confident, mature but still young lady who is looking for one thing only deep love, warm, passionate, tender, naughty but real love that will make me completely happy! I have a very open and lively personality, I like to stay active, I enjoy meeting friends. I like to take care of my appearance but I value inner beauty as well. I have a serious goal ?€? long lasting and strong relationship. You won?€?t regret for giving me a chance to enter your life.",1,31-40,United States
47,"Albany, New York, United States",white,military,divorced,am from united state am here on dating site for a real relation ship an not for a joke or a play so i really need a lady who is ready to care and love me?€?..i am a cool headed and straight forward guy who is really caring?€??€??€??€??€?..,1,41-50,United States
51,"Louisville, Kentucky, United States",white,medical,divorced,"I am loving, honest and caring person with a good sense of humor, I enjoy meeting new people and knowing their way of life, I enjoy watching the sea waves and the beauty of the mountains and everything that nature has to offer.",1,51-60,United States
53,"Mobile, Alabama, United States",white,manager,widowed,"Am a good looking man with full of respect and lovely, I respect and treat everyone equally irrespective of gender,religion,language or colour,and I want a serious relationship.
I want my friend to be a lover of gender equality and lovely",1,51-60,United States
53,"Cleveland, Ohio, or Washington DC, United States, or Basel, Switzerland",mixed,other,divorced,"I am tall, average body toned . Very outgoing, friendly and bubbly. Like clubbing, traveling, swimming and reading. I don?€?t tolerate liars, cheaters or bullshitters, as am a very honest man, sincere and loyal",1,51-60,Switzerland
31,"Houston, Texas, United States",white,beauty,single,am easy going and straight forward,1,31-40,United States
52,"Buenos Aires, CABA, Argentina",asian,engineering,single,"Hello, I would like to meet people to establish serious and lasting friendships and if something else arises, it would be welcome.",0,51-60,Argentina
41,"New York, United States",native american,military,divorced,looking for someone serious not for flirt or jokes,1,41-50,United States
56,"San Jose, California, United States",white,engineering,divorced,"Hi my name is Mosley Lodovico,how are you doing,i guess you had a productive day out there today?i saw your profile and i found it very interesting.I would like to correspond with you and get to know more about each other..
I am a single dad originally from Germany but have been living in the United States for years now,i am a single dad of two lovely kids who means the world to me.I am a construction engineer into building,remodeling of houses/construction of roads and bridges.
I am a very honest,loving,caring,understanding,creative,sensitive,down to earth person with good sense of humor.who has a lot of love to offer to the right person.I do treat people the way i want to be treated.Your profile is so refreshing, everything you wrote interest me,You also look so gentle and kind,i could not pass by so that is why i emailed you,so we can get to know each other.I better stop now and wait to hear back from you.
Warm regards,
Mosley Lodovico",1,51-60,United States
52,"La Habana, Cuba",white,technology,single,"I am affectionate, loving, passionate, I like children, sports",0,51-60,Cuba
52,"Vienna, Austria or Los Angeles, California, United States",white,engineering,divorced,"The name is Richard from Los Angeles Ca, ..divorced with one daughter.. I consider my self to be Passionate, confident, motivated, adventurous, witty, nurturing, practical,honest to the fullest and spontaneous kind of person. I have a great career in the petroleum industry and I love what I do, but I am able to leave work behind when I walk out the door for the day. Live each day better than the previous one. I love children and animals, so much so that friends and family ask me to babysit their children and dogs when they are out * Laughs *..My friends can be so immature sometimes,but i got great friends.. Am divorced with 3 kids but my ex got custody of them all.. I am care free and full of laughs and love, but serious about enjoying life, being successful,and having a partner to love..I enjoy traveling around the world,( Sometimes for business purpose ), concerts, dancing, sports, cooking, wine, movies, and laughter. I am a big believer in family and long term relationships. I think i should stop here for now. Write me if you?€?re interested..",1,51-60,United States
27,"Tallin, Estonia",black,other,single,"I am honest,understanding,easy going,love to laugh and i know how to make a woman happy for the rest of her live,i know how to take good care of a woman and do her what she wants to make her feel wanted and important.i will treat my woman with respect,love and care.i am looking for a woman who is ready to start a serious relationship but not here for online sex.Thanks",1,21-30,Estonia
43,"Barranquilla, Atl??ntico, Colombia",hispanic,other,separated,"Romantic, thoughtful, attentive, great sense of humor and a good lover.",0,41-50,Colombia
36,"Santo Domingo, Rep??blica Dominicana",mixed,clerical,single,"I consider myself a humble, sincere, loyal, loving person, always giving my best.",0,31-40,Republica Dominicana
48,"San Fernando, Trinidad and Tobago",black,academic,separated,"Been there, done that. At my age I leave everything to fate",0,41-50,Trinidad and Tobago
56,"Barquisimeto 3001, Lara, Venezuela",hispanic,other,widowed,"I define myself as a responsible and serious person, but also very witty. I like to be happy and I want a person who knows what love is.",0,51-60,Venezuela
52,"Monterrey, N.L., M??xico",hispanic,architect,divorced,"I have been divorced for 5 years, I am Venezuelan but I have lived in Mexico for two years and I already have permanent residence.
I want a stable partner that we can spend our coming years together, I am good-humored, and quite affectionate, like everything I love tranquility and parties too",0,51-60,Mexico
34,"Playa del Carmen, Q.R., M??xico",hispanic,other,single,I like to go for a walk to the beach and cenotes,0,31-40,Mexico
27,"Reus, Tarragona, Espa??a",white,carer,single,"I am a very shy boy but at the same time a little loose, I have blue eyes, I am a little short, I am very funny and friendly at the same time and I like to make people laugh.",0,21-30,Spain
26,"New York, United States",white,other,single,"I am a sensitive, intelligent, passionate affectionate,loyal, communicative,reliable, cleverly neat woman looking for someone special to share my world with and potentially, to grow old with. I am committed life to living to the fullest and in growing as a person. Having fun is very important to me and I am looking for someone with whom I can share life?€?s experiences and grow together in faith and love with. My ideal match is someone who has a zest for life,someone who can have laugh and have fun but,and at the same time,he most be responsible. Someone with whom I share a strong physicial and emotional connection. In the long- term, I believe that it is essential that we share similar values and that we have excellent communication with one another. I love to cook all types of food but I have no one to share a meal with-so I cook only when I have to. would u like to have a meal with me",1,21-30,United States
43,"Costa Mesa, California, United States",black,construction,single,"My name is Meyer Liam, i am 44 years old.I stay in United state, in the city of Costa Mesa . Am new to this i can?€?t describe myself fully, just know that my friend will get to understand me much better. Am cool and understable person. Looking for an established, not too tall, smart, good looking, in shape woman who wants to have a good time. Preferably mature and knows what she wants. I am an honest man who likes to keep it real. I cant stand phoney, plastic, materialistic people. I say it like it is, however i need to be careful not to offend anyone. I treat people how i like to be treated. A sense of humor is a requirement because i love to laugh my ass off. Ha ha!
I like a good honest woman, who respects a man and has an open mind.",1,41-50,United States
49,"Valencia, Carabobo, Venezuela",hispanic,other,divorced,"I am loving, helpful, faithful and romantic.",0,41-50,Venezuela
66,"San Jose, California, United States",white,construction,widowed,"I am very smart, But have a huge personality I love to cook and bake My grandparents were all from Australia, So I have learned from the BEST I am Very secure in my own skin I?€?m a good man, and always do right by others, In which I?€?m told is rare to find in today?€?s times. I?€?m totally honest, Loyal, Kind, Respectful with a big heart. I believe in family, God, Tradition, And children as a priority. I love to laugh I am sharp and quick with a come back. And find humor in almost everything! I believe actions speak louder than words, My picture is recent I am told all the time I look much younger then I am, Although flattering? It?€?s really just about good genetics and keeping yourself well Nothing about me is fake I fear nothing and definitely have edge lol Without friendship, Respect and trust?€? You can never have love. And I keep that thought close to this day Looking for someone with the same beliefs and qualities as myself An all around good woman",1,61-70,United States
23,"Texas, United States, or Sudan",black,other,single,"A loyal kind of girl, faithfulness and honesty is my pride, easy going type.",1,21-30,United States
49,"Baton Rouge, Louisiana, United States",white,construction,divorced,"I am sweet, thoughtful, kind, and have a great sense of humor. I am very easy going and laid back. I am often told that I am very easy to talk with. I am not an angry person, and I am not interested in someone that is. Having past events shape your life is one thing, carrying the past as a burden that sits heavily upon your shoulders is not the way I view life. I am happy with myself, and my life, and I like to think it shows. I have a wonderful Son. I would do best with someone that isn?€?t extremely uptight, unless of course you are willing to learn to let things go! I love to try new things, and can laugh at myself when I fail miserably. I don?€?t give up easily, and have so many things I?€?ve yet to try. Please love to laugh and have fun, what is better than laughing so hard your stomach hurts?!",1,41-50,United States
66,"Rochester, NY, USA",white,hospitality,widowed,"well mannered,morals with values,honesty,sincerity,loyality,good sense of humor,not judgemental or controlling",0,61-70,United States
47,"Matur??n 6201, Monagas, Venezuela",hispanic,manager,single,I am a happy person who respects and I like to have new friends to share the beautiful things that the supreme being gives us.,0,41-50,Venezuela
35,"Passaic, NJ, USA",hispanic,manager,single,Looking for friendship and what God decides after there...,0,31-40,United States
34,"Houston, Texas, United States",white,military,divorced,"i am an Engineer working with Admiralty Marine and Structural Engineering (AMASE).
i am a single dad looking for a serious relationship that could possibly lead to marriage.",1,31-40,United States
39,"Alabama, United States",white,military,divorced,"I am General military command John Palmas from United States of America but now in Afghanistan for peacekeeping mission divorce have one son schooling in Switzerland. looking for someone that is not afraid to show open affection. I?€?m a little bit shy and I need someone that is easy to talk to until we get better aquainted. I want someone that is positive and loves life, looks on the bright side.I?€?m loyal and honest. Most of all I want to have a partner thats just that,a partner.write to my Email address if you don,t mind",1,31-40,United States
52,"bradford, United Kingdom",white,engineering,widowed,"am so simple and caring man, i love going to the beach hu? some times i spend much time with my kids in the park. but am very honest with my self so honest.",1,51-60,United Kingdom
34,"Hulston, Texas, United States",black,carer,single,am loveson single from Ghana looking for true love am loveson single from Ghana looking for true love am loveson single from Ghana looking for true love,1,31-40,United States
40,"New York, United States",white,sales,single,bianca_0001@yahoo.com,1,41-50,United States
36,"Aleppo, Syria",middle eastern,other,widowed,"I am a loving,caring, romantic character and easy going gentle lady with a great sense of humor. I am a loving,caring, romantic character and easy going gentle lady with a great sense of humor.I am a loving,caring, romantic character and easy going gentle lady with a great sense of humor.",1,31-40,Syria
47,"Dublin, Ireland",white,medical,divorced,"Different types of interests: culture, religion, decorations, romantic walking, meditation are my precious. I appreciate friendship and trustworthy.",0,41-50,Ireland
58,"Seattle, Washington, United States",native american,military,divorced,"I want to spend the rest of my life with someone who is friendly, honest, caring, trustworthy and God fearing. I find very much peace and tranquility here, mentally stable, physically fit, a bunch of laughs, warm, caring, honest, a good listener, God Fearing, and a positive person.I am real easy person to talk to",1,51-60,United States
40,"Modi'??n, Israel",hispanic,transport,single,"Hello, how are you? I'll tell you about myself, my name is Nicolas, 39, soon to be 40 years old, single without children from Israel. I am a real estate agent and Television Producer, always positive, always wanting to grow. Here I work in logistics, I would like to meet someone for serious purposes.",0,41-50,Israel
31,"Brussels, Belgium or Berlin, Germany",mixed,carer,single,"am easy going good looking like swimming,cooking and reading i like anything nature.",1,31-40,Germany
59,"Milan, Italy",white,consultant,single,"i am a man of words of honesty, i want real love, a trust worthy person and to help people is my desire. FILIPPOGRANDI9@GMAIL.COM.",1,51-60,Italy
20,"David, Panam??",hispanic,other,single,"I'm from Panama ???????? I am 19 years old, I study business administration",0,21-30,Panama
69,"Balgue, Nicaragua",white,manager,divorced,Looking for a lady friend and hopefully more,0,61-70,Nicaragua
29,"New York, United States",white,self-employed,single,"I am kind, faithful and beautiful woman. I have a broad interest. I have inherited the Chinese traditional virtues, and now I have grown up into a elegant and confident woman. I have positive attitude toward life. I enjoy everything and every moment in my life.",1,21-30,United States
47,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",asian,other,single,"Looking to meet new friends to expand my social circle or more. ??Keep the friendly chats going & see where it leads us to... Meet up when we are both comfortable. Open & honest with my thoughts & feelings. Enjoy spending time alone just to read/listen to music. I'm 170cm tall, unlike the typical Asian. ??

Love to hear funny & interesting stuff about your trips abroad, food hunts & fav movies.",0,41-50,Malaysia
55,"Los Angeles, California, United States",Native American,engineering,widowed,"I?€?m a nice kind, caring, friendly loving person , Interests include anthropmorphic taxidermy, art, eating out, cinema, beaches, the countryside, doing shots and lots lots more!!!I?€?m a nice kind, caring, friendly loving person , Interests include anthropmorphic taxidermy, art, eating out, cinema, beaches, the countryside, doing shots and lots lots more!!!",1,51-60,United States
41,"Godoy Cruz, Mendoza Province, Argentina",hispanic,construction,in relationship,Only in Mendoza for a week before returning to Canada. I'm 35. I want to have a good time,0,41-50,Argentina
55,"Lynchburg, Virginia, United States",mixed,engineering,widowed,"I?€?m very easy-going, non-materialistic, athletic, and stable. I enjoy trying new things and seeing new places, festivals, concerts (country), road trips, gardening, enjoy any good music, laughing, and just enjoying life day by day. I am very family oriented. I like to stay home and be with that someone special in my life.I am a gentle and easy going guy,i am very hard working,i am honest and have vowed to always be honest,i am faithful,i do not like people that lies,and i hate to lie too,i hate people that pretends.",1,51-60,United States
39,"Johannesburg, South Africa",black,other,in relationship,I am a down to earth guy who enjoys being with people and having fun.,0,31-40,South Africa
