gender,age,location,status,username,ethnicity,occupation,description,match_age,children,orientation,religion,smoking,drinking,intent
male,38 y.o.,"Richmond, VA, USA",single,Saul2007,hispanic,Welder,Hola me gusta divertirse tener amistades.. me gusta ir al gym .. ir ala playa.. y conoser jente nueva,from 20 to 50,1-2 living elsewhere,Bisexual,Other,social smoker,social drinker,"Friendship, Serious Relationship"
male,31 y.o.,"Lima, Perú",single,Brayanmar,hispanic,Tecnico informatico,Soy un joven tranquilo y me gustaría conocer chicas k realmente deseo algo serio,from 19 to 86,no children,Straight,Christian,social smoker,occasional drinker,Serious Relationship
female,62 y.o.,"Cavan, Ireland",separated,onlyme123,white,-,-,from 19 to 86,don't want children,Straight,Christian,non-smoker,never,Serious Relationship
male,31 y.o.,"Campo Erê, SC, 89980-000, Brasil",single,Reynier,hispanic,Ing electrico,-,from 21 to 30,no children,Straight,Other,non-smoker,social drinker,"Romance, Serious Relationship, Marriage"
male,55 y.o.,"Birmingham, UK",single,Hollingworth,white,Construction,-,from 35 to 55,1-2 living with me,Straight,Other,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship"
male,46 y.o.,"Guatemala City, Guatemala",single,Libertador,hispanic,Soy bachiller,Soy un hombre con proncipios temeroso de Dios cridtiano busco realscion seria psrs tener uns esposa,from 25 to 33,no children,Straight,Christian,non-smoker,never,Serious Relationship
male,50 y.o.,"Lima, Perú",single,WYLY,hispanic,ABOGADO,"Hombre soltero profesional y divertido,serio en sus asuntos personales",from 20 to 40,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Serious Relationship
female,64 y.o.,"Toledo, OH, USA",divorced,Stb0716,white,Accounting,-,from 48 to 65,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,30 y.o.,"San Salvador, El Salvador",single,Snvyubrink,hispanic,Mecanico,-,from 19 to 49,no children,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship"
male,51 y.o.,"Miami, FL, USA",divorced,Nader,hispanic,Sales Representative,-,from 19 to 86,1-2 living elsewhere,Straight,Muslim,social smoker,never,Marriage
male,49 y.o.,"Flatwoods, WV, USA",divorced,dddd,white,-,-,from 19 to 47,1-2 living with me,Straight,Other,social smoker,social drinker,"Fun, Romance, Serious Relationship, Marriage"
male,55 y.o.,"Gothenburg, Sweden",divorced,george699,middle eastern,-,-,from 19 to 45,1-2 living elsewhere,Straight,Other,light smoker,social drinker,Romance
male,39 y.o.,"Hixson, Chattanooga, TN, USA",single,interraciallove01,black,-,"Hello! My name Is Donell I am 39 year old that is enjoying life! I am interested in falling in love and I prefer with a sexy White Women, Latina Girls, Asian Girls If thats you please chat with me! I long to have interracial Love one day! I am a very romantic gentleman that will always speak from my heart and I know how to treat a woman. I am a nice honest person that is ready to commit to one women as well as someone who understands me. I am looking for someone that is serious about their 100/100 I Want Be In Love someday between the ages of 25-41, that is down to earth and willing to be good to me. Please only serious inquires! Don't Waste my time if you dont want be love by A Real man.

Would love to talk to a nice female! Who has no problem with being in a Interracial ..I Wish Have WOMEN Who's love me and care..",from 26 to 46,want children,Straight,Christian,light smoker,occasional drinker,"Fun, Romance, Serious Relationship"
female,41 y.o.,"Barcelona, Spain",single,Caramela36,white,Recepcionist,-,from 19 to 86,no children,Straight,Muslim,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage"
male,49 y.o.,"Mexico City, CDMX, Mexico",separated,Blue20,white,-,-,from 30 to 60,1-2 living elsewhere,Straight,Spiritual,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage"
male,37 y.o.,"Windhoek, Namibia",single,Stevenstar,black,Entrepreneur,-,from 25 to 40,want children,Straight,Christian,non-smoker,never,"Romance, Serious Relationship, Marriage"
male,70 y.o.,"La Victoria 2121, Aragua, Venezuela",divorced,PapaChandy53,hispanic,BIM Master (Arquitectura),-,from 58 to 58,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Serious Relationship
male,32 y.o.,"Puebla, Pue., México",single,Luisnovoselic9,hispanic,Psicólogo,-,from 22 to 29,no children,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance"
male,31 y.o.,"Burnaby, BC, Canada",single,Yael,hispanic,-,"Me encanta bailar y ver películas, acampar y la naturaleza",from 22 to 39,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
female,41 y.o.,"Kent, WA, USA",single,joi,black,-,-,from 39 to 45,no children,Straight,Christian,non-smoker,never,"Friendship, Serious Relationship, Marriage"
male,43 y.o.,"Luque, Paraguay",single,Javimp,white,-,-,from 24 to 42,1-2 living with me,Straight,Christian,social smoker,social drinker,Serious Relationship
male,40 y.o.,"Neuquén, Argentina",divorced,PabloArgentina,hispanic,-,-,from 30 to 40,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,59 y.o.,"Blackpool, UK",divorced,Leonithas,white,-,"I'm easy going, friendly and chatty. I'm a good listener and have a good sense of humor once I feel comfortable with someone.",from 19 to 86,1-2 living elsewhere,Straight,Christian,light smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,35 y.o.,"2430 Marinha Grande, Portugal",single,Shokybhanger,asian,Factory worker,-,from 19 to 86,no children,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship"
male,63 y.o.,"Hobart TAS 7000, Australia",divorced,Mac69,white,Financial Advisor,-,from 25 to 69,no children,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship"
male,68 y.o.,"Santa Cruz de Tenerife, Spain",divorced,Rob62,white,Builder,I am in Tenerife for 1 month every year and looking for female company,from 60 to 75,1-2 living elsewhere,Straight,Atheist,non-smoker,social drinker,"Fun, Friendship, Romance"
male,63 y.o.,"Santa Cruz de la Sierra, Bolivia",divorced,Juan3003,hispanic,Docente Universitario,-,from 45 to 55,more than 2 living elsewhere,Straight,Christian,social smoker,social drinker,"Friendship, Serious Relationship"
male,37 y.o.,"Caracas, Distrito Capital, Venezuela",single,daniel010909,hispanic,licenciado,-,from 19 to 36,no children,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage"
male,33 y.o.,"Bogotá, Colombia",single,Johan126,hispanic,Operario,Soy un chico muy alegre y divertido q le gusta mucho conocer,from 19 to 86,want children,Straight,Christian,non-smoker,occasional drinker,Serious Relationship
male,33 y.o.,"McAllen, Texas, EE. UU.",divorced,Saul1206,hispanic,Operador de camion,-,from 19 to 65,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage"
male,46 y.o.,"Ciudad Juarez, Chihuahua, Mexico",divorced,rafa375,hispanic,seguridad,-,from 20 to 48,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Serious Relationship
male,38 y.o.,"Lima, Perú",divorced,Lander,hispanic,Economista,-,from 25 to 35,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,37 y.o.,"Cochabamba, Bolivia",single,Elmer100,hispanic,Pedagogo,-,from 25 to 32,want children,Straight,Christian,non-smoker,occasional drinker,"Friendship, Serious Relationship, Marriage"
female,30 y.o.,"Bogotá, Colombia",single,Paulave,white,-,-,from 25 to 40,no children,Straight,Other,non-smoker,social drinker,"Friendship, Romance, Serious Relationship"
female,34 y.o.,"Hamburg, Germany",single,katty_07,hispanic,camarera,-,from 28 to 40,1-2 living with me,Straight,Christian,light smoker,social drinker,"Friendship, Serious Relationship"
male,32 y.o.,"Tabasco, México",single,victoralexl,hispanic,Ingeniero Petrolero,Soy deportista tambien Atletismo y estudio Posgrado.,from 19 to 30,no children,Straight,Christian,non-smoker,never,"Romance, Serious Relationship"
male,63 y.o.,"Pucallpa, Perú",married,jordizaga,mixed,Empresario,-,from 19 to 45,don't want children,Straight,Other,non-smoker,never,Romance
male,52 y.o.,"51100 Pistoia, Province of Pistoia, Italy",divorced,andre21,middle eastern,business owner,"serious,fair,romantic,determineted,kind,sportive",from 38 to 49,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Serious Relationship, Marriage"
male,32 y.o.,"Suva, Fiji",single,Danny2019,pacific islander,Chef,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage"
male,48 y.o.,"Provincia de Alajuela, Alajuela, Costa Rica",married,Alberto1975,white,Empresario,"Me gusta tener buenas amistades, pura vida y que disfruten de la vida.",from 25 to 55,don't want children,Straight,Other,non-smoker,never,"Fun, Friendship, Romance"
male,57 y.o.,"Baltimore, MD, USA",single,babyboo3,black,retired,-,from 21 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage"
male,43 y.o.,"Clearwater, Florida 33755, EE. UU.",single,Abdael,hispanic,-,-,from 25 to 42,no children,Straight,Christian,non-smoker,occasional drinker,"Serious Relationship, Marriage"
male,43 y.o.,"Los Ángeles, California, EE. UU.",separated,Roque23,hispanic,Carpinter,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,Romance
female,49 y.o.,"Madrid, Spain",separated,Morena2006,hispanic,-,Soy romántica seria inteligente detallista deportiva,from 40 to 65,1-2 living elsewhere,Straight,Other,light smoker,occasional drinker,Serious Relationship
male,34 y.o.,"Zapopan, Jal., México",in relationship,Elsick,hispanic,Vendedor,Hola qué tal soy un hombre piel clara alto buen parecido barba ojos cafés simpáticos y agradable me agitan los deportes las mascotas disfrutar de una buena charla y por qué mejor no me conoces,from 19 to 86,more than 2 living elsewhere,Straight,Other,light smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,30 y.o.,"Oxford, PA 19363, USA",single,Llch,hispanic,Trabajo constructivo,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Romance
female,39 y.o.,"Provincia de Puntarenas, Quepos, Costa Rica",divorced,Ainnavi35,hispanic,Camarera,-,from 39 to 57,1-2 living with me,Straight,Christian,non-smoker,social drinker,Serious Relationship
female,64 y.o.,"Grayslake, IL 60030, USA",widowed,NorthsideIrish59,white,Retired,-,from 61 to 68,more than 2 living elsewhere,Straight,Christian,social smoker,social drinker,Serious Relationship
male,38 y.o.,"Knoxville, TN, USA",single,benji85,hispanic,textiles,-,from 19 to 27,want children,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage"
male,44 y.o.,"Kansas City, MO, USA",single,Ben64116,white,Restaurant,I'm a single guy that likes to do lots of things for fun. Anything you want to know ask me. I'm looking for women in the Kansas City area to talk to and get to know and meet in person,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
male,46 y.o.,"Norwalk, California, EE. UU.",separated,Jesussalinas,hispanic,-,Hola soy un hombre trabajador sin vicios alegre romantico yme gusta paciar y convivir con las perzonas,from 19 to 40,want children,Straight,Other,non-smoker,occasional drinker,Serious Relationship
male,58 y.o.,"Valparaíso, Región de Valparaíso, Chile",single,jorgev201,hispanic,Ingeniero,-,from 35 to 42,no children,Straight,Christian,non-smoker,social drinker,"Romance, Serious Relationship, Marriage"
male,39 y.o.,"Jaén, España",single,Josetec35,hispanic,Telecomunicaciones,-,from 19 to 86,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,"Romance, Serious Relationship, Marriage"
male,51 y.o.,"Athens, Greece",separated,bachbobby,asian,-,-,from 30 to 45,no children,Straight,Hindu,non-smoker,social drinker,"Friendship, Serious Relationship"
female,59 y.o.,"Lima, Perú",divorced,RBD,hispanic,-,HOLA ME LLAMO RITA VIVO EN LIMA PERU QUIERO ENCONTRAR A MI ALMA GEMELA SOY GENTIL CARIÑOSA BONDADOSA FIEL LEAL AMO LA NATURALEZA SOY PROFESIONAL PERIODISTA ESCRITORA CANTO BAILO Y SONRIÓ ANTE CUALQUIER ADVERSIDAD CREO EN EL AMOR VERDADERO NO LO ENCONTRÉ EN MI PAÍS LO QUIERO EN ESCOCIA ESPERO POR INTERMEDIO DE ESTA PAGINA CONOCER AL AMOR DE MI VIDA QUIERO UNA RELACIÓN SERIA CON PERSPECTIVAS DE MATRIMONIO NO ME IMPORTA VIAJAR SIGUIENDO AL AMOR...,from 54 to 56,more than 2 living elsewhere,Straight,Other,light smoker,social drinker,Marriage
female,45 y.o.,"Santo Domingo de los Colorados, Ecuador",single,Paulina1978,hispanic,Meduco,Sociable y educada. No busco aventura. No me escribas si es lo que buscas.,from 40 to 50,no children,Straight,Christian,non-smoker,social drinker,"Romance, Serious Relationship, Marriage"
male,40 y.o.,"San Diego, California, EE. UU.",divorced,Sebastianleo26,hispanic,Manager,trabajador busco alguien con quien convivir seriamente sin burlas ni mentiras,from 25 to 50,1-2 living elsewhere,Straight,Other,non-smoker,occasional drinker,"Fun, Friendship, Romance"
female,33 y.o.,"Madrid, España",single,Ismaris,hispanic,Administración,"Busco un hombre cariño, caballo y que quiera una relación",from 28 to 45,want children,Straight,Other,non-smoker,never,Serious Relationship
male,53 y.o.,"Puebla, Pue., México",single,Gera_49,hispanic,-,"sencillo y con buen gusto, responsable, buen amigo, me agrada mucho ayudar, interesado en recuperar mi salud, alimentación sana, orientado a bajar el nivel de estrés por mi trabajo y disfrutar tiempo con la familia, compartir mi vida con una pareja, soy separado mi hija adoptiva es importante para mi",from 26 to 36,want children,Straight,Christian,non-smoker,never,Marriage
male,48 y.o.,"Tlalnepantla de Baz, State of Mexico, Mexico",single,Mike_LaCroix,white,Comerciante,-,from 30 to 40,1-2 living with me,Straight,Atheist,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship"
female,44 y.o.,"Brisbane QLD, Australia",single,Dal1,mixed,Service officer,"I like Basketball, NFL and learning how to drive my four wheel drive. Dont like make up yet, as I do not know how to put it on...",from 35 to 47,more than 2 living with me,Straight,Other,non-smoker,never,Friendship
male,56 y.o.,"Cheras, 56000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",single,Maghen50m,asian,Salesman,Im a friendly type person .i like travelling swiming on sea.i can b good companion to the nice girl,from 19 to 86,no children,Straight,Spiritual,light smoker,occasional drinker,"Friendship, Romance"
male,63 y.o.,"Vantaa, Finland",single,Outlander2,white,Director,-,from 19 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,53 y.o.,"Pāhoa, HI 96778, USA",single,ThatGirlGotGame,black,-,-,from 19 to 86,no children,Straight,Other,non-smoker,never,"Romance, Serious Relationship, Marriage"
male,45 y.o.,"Cartagena, Provincia de Cartagena, Bolívar, Colombia",single,Libar,hispanic,Ingeniero Industrial,"Soy muy sincero, emprendedor, honesto, respetuoso, apasionado, sentimental, introvertido.",from 19 to 50,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,Marriage
male,42 y.o.,"San José, Costa Rica",single,Josetico,hispanic,Técnico,"Soy romántico, seguro de lo que quiero y si quieres saber más contáctame!!",from 19 to 86,no children,Straight,Christian,non-smoker,occasional drinker,Serious Relationship
male,56 y.o.,"Cape Town, South Africa",divorced,coldplay67,mixed,admin,"I am at peace with life,with people and their differences.I live a simple life but also enjoy the finer things. I love music,dancing,am a romantic,,i enjoy endless conversations and am a good listener, i like chatting wth ppl .meet new ppl, make new friends, we can learn so much from each oda...im not hre to find a gf or sex, or a soulmate for that matter.., but i do come here wth an open mind and open heart.., so if sumthng happen., gud.., so be it.., if not,,,, no problem",from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
female,36 y.o.,"Santiago De Los Caballeros, República Dominicana",single,anabel28,white,Mercaderista,Estudiante de psi industrial. Simpatica. Sincera y agradable,from 32 to 47,more than 2 living with me,Straight,Christian,non-smoker,social drinker,Friendship
female,45 y.o.,"Los Ángeles, California, EE. UU.",single,Elvia,hispanic,Bodega,Me salir bailar romántica y amorosa,from 19 to 86,more than 2 living with me,Straight,Christian,non-smoker,never,Marriage
female,68 y.o.,"Hamilton, ON, Canada",divorced,BusyLady,white,Registered nurse retired,-,from 59 to 67,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship
female,55 y.o.,"Huelva, España",in relationship,angy68,white,-,-,from 19 to 86,no children,Straight,Other,light smoker,social drinker,Friendship
male,34 y.o.,"Miami, FL, USA",single,johnjohn90,white,-,-,from 19 to 25,no children,Straight,Christian,non-smoker,never,Fun
male,29 y.o.,"Lake Havasu City, Arizona, EE. UU.",separated,Dave87722111,hispanic,Barbero,-,from 21 to 45,1-2 living elsewhere,Straight,Other,social smoker,social drinker,"Fun, Friendship, Romance"
female,32 y.o.,"Tijuana, Baja California, Mexico",single,Jozelin,hispanic,Fisioterapéuta,-,from 27 to 44,1-2 living with me,Straight,Other,non-smoker,social drinker,Serious Relationship
male,46 y.o.,"Ciudad de México, CDMX, México",divorced,AlvaroFM,hispanic,Empleado Federal,-,from 19 to 35,1-2 living with me,Straight,Other,non-smoker,never,Marriage
male,61 y.o.,"Provincia de Puntarenas, Puntarenas, Costa Rica",divorced,LEUA1962,hispanic,ESPECIALISTA DE IMPUESTOS,DELGADO AMABLE CONSIDERADO EN LA RELACIONES PERSONALES ALEGRE,from 19 to 40,more than 2 living elsewhere,Straight,Spiritual,non-smoker,social drinker,Serious Relationship
female,53 y.o.,"Alberton, South Africa",divorced,Magda123,white,Administration,-,from 45 to 57,no children,Straight,Christian,light smoker,social drinker,"Friendship, Romance, Serious Relationship"
female,55 y.o.,"Hermiston, OR, USA",single,SuzeeQ,white,Manager,-,from 45 to 55,no children,Straight,Spiritual,non-smoker,occasional drinker,Serious Relationship
female,31 y.o.,"Moreno, Buenos Aires, Argentina",single,Joha223,white,-,-,from 26 to 49,1-2 living with me,Straight,Muslim,non-smoker,occasional drinker,Romance
male,51 y.o.,"Grand Rapids, MI, USA",single,NapoleanSmith,white,Information Technology,I work hard and enjoy life. Looking for someone to enjoy life with.,from 19 to 86,no children,Straight,Christian,light smoker,occasional drinker,Serious Relationship
female,47 y.o.,"Monterrey, N.L., México",single,CHERFRA,middle eastern,ANALISTA,-,from 33 to 50,1-2 living with me,Straight,Christian,social smoker,social drinker,Romance
male,32 y.o.,"Beirut, Lebanon",single,Ai313,white,Operator manager,-,from 19 to 40,want children,Straight,Christian,light smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage"
male,31 y.o.,"Málaga, Santander, Colombia",single,Robin1502,hispanic,Comerciante independiente,-,from 35 to 50,no children,Straight,Christian,light smoker,occasional drinker,Romance
female,56 y.o.,"Evansville, IN, USA",single,Mzyazii,mixed,Caterer,-,from 19 to 86,1-2 living elsewhere,Straight,Spiritual,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
female,38 y.o.,"Battle Creek, MI, USA",married,mandy49036,white,Nurse,I am very outgoing and love meeting new people and trying new things.,from 19 to 86,more than 2 living with me,Straight,Christian,non-smoker,social drinker,"Fun, Friendship"
male,62 y.o.,"Tampa, Florida, EE. UU.",divorced,Pirata,hispanic,-,-,from 19 to 86,1-2 living elsewhere,Straight,Spiritual,light smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
male,35 y.o.,"Quito, Ecuador",single,Evan777,hispanic,Freelancer,-,from 24 to 31,no children,Straight,Other,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage"
male,37 y.o.,"Panama City, Panama",single,Wilcin,hispanic,-,"Soy muy tranquilo , me gustan las mujeres mayores amorosas respetuosas y muy organizadas",from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Romance
male,41 y.o.,"Miami, FL, USA",single,JoseMiguelGonzalez,white,-,Tímido y respetuoso.. Algún día encontrare lo que ando buscando.,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,Serious Relationship
female,31 y.o.,"Durban, South Africa",single,Luence,black,self employed,-,from 28 to 45,1-2 living with me,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,57 y.o.,"Hatillo, Puerto Rico",separated,Sargent27,white,Pensionado,"Busco mujer para amistad, conversar y compartir por Internet cualquier aspecto de la vida o lo que la persona busque. Proveeré foto si así lo pide.",from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,social drinker,Friendship
male,38 y.o.,"Ciudad Guayana, Bolívar, Venezuela",single,yolbis,hispanic,estudiante,-,from 19 to 86,no children,Straight,Other,non-smoker,occasional drinker,"Serious Relationship, Marriage"
male,36 y.o.,"Suva, Fiji",single,Wane,pacific islander,Carpenter,-,from 27 to 40,no children,Straight,Christian,non-smoker,never,Friendship
male,29 y.o.,"Valencia, Carabobo, Venezuela",single,khrissttiams,hispanic,estudiante de Administracion,-,from 19 to 60,no children,Straight,Spiritual,social smoker,occasional drinker,Friendship
male,43 y.o.,"Arequipa, Perú",single,Dario5dg,hispanic,-,-,from 25 to 35,no children,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage"
male,53 y.o.,"London, UK",single,BaZza,black,-,"Experienced, well traveled,. Knowledgeable, well aware of much more to know, ONE LOVE.",from 38 to 55,no children,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,76 y.o.,"Mumbai, Maharashtra, India",widowed,pks1941,asian,Retired Senior citizen.,"Hello Young Lady, 

There is nothing so interesting about me. Myself is a semi-retired Professional Engineer, although working part-time here in India for some Company. A widower since last several years. 

The city we live is Mumbai. India is a big country although not as big as Russia, However it is a poor country although average people are sensible and sincere. The biggest item is that the climate is pleasing all the year too. Myself had been to Russia several years ago.

Of the hobbies, like the art of drawing or writing stories, painting, music, singing & acting. Another interesting item of hobby or passion with me is travelling. Extremely extrovert in nature, having travelled in thirty five countries, lived abroad, mainly in England & USA for several years. However presently a resident of India. My children are in England & USA. 
Please do communicate as you feel appropriate.
With many thanks,
A friend from a distant country.",from 55 to 70,1-2 living elsewhere,Straight,Hindu,non-smoker,social drinker,Serious Relationship
male,43 y.o.,"Rapid City, SD, USA",single,Jedipoet,white,Artist,-,from 19 to 86,want children,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance"
male,39 y.o.,"San Francisco, California, EE. UU.",single,Juniorrrrr,hispanic,Maneger,-,from 19 to 50,no children,Straight,Other,non-smoker,occasional drinker,"Friendship, Romance"
female,45 y.o.,"Galway, Ireland",single,chenoe1111,white,trabajadora social,"Soy una persona bastante sencilla, con capacidad de disfrutar a cada instante",from 38 to 56,1-2 living with me,Straight,Other,social smoker,never,Serious Relationship
female,27 y.o.,"Godoy Cruz, Mendoza Province, Argentina",separated,Lonely02,pacific islander,-,-,from 19 to 37,no children,Homosexual,Other,chain smoker,heavy drinker,Romance
female,36 y.o.,"Johannesburg, South Africa",single,eusy87,black,Waitress,-,from 33 to 37,no children,Straight,Christian,non-smoker,never,"Friendship, Serious Relationship, Marriage"
male,37 y.o.,"Orense, Ourense, España",single,juan422,white,director de operaciones tiend online,-,from 19 to 41,no children,Straight,Christian,light smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,40 y.o.,"Munich, Germany",single,alexRO,white,IT,I’m an open minded and humorous person who loves to get in touch with different cultures.,from 26 to 33,no children,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage"
female,38 y.o.,"Caracas, Distrito Capital, Venezuela",single,iriday,white,funcionaria,soy una mujer cariñosa en busca de una relacion seria me gusta divertirme la playa el cine una mujer trabajadora y enprendedora hacia el futuro busco hombres serios detallista amorosos,from 30 to 42,1-2 living with me,Straight,Atheist,light smoker,occasional drinker,Serious Relationship
male,51 y.o.,"Dallas, TX, USA",married,ttnnkkrr,white,Programmer,"First of all, I am married. My wife is disabled but I love her. She is aware of everything I do. I am looking primarily for a female friend... I dont hang out with guys. If we get along well and my wife likes you too, I want a second wife that will share a home with us. One day even have a few more kids if desired. I am looking for a woman to spend time with n develop this kind of relationship.",from 19 to 35,1-2 living with me,Straight,Christian,non-smoker,never,"Fun, Friendship, Serious Relationship"
male,61 y.o.,"San Nicolás de Los Arroyos, Buenos Aires, Argentina",divorced,tartufo,hispanic,-,-,from 21 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Fun, Romance, Serious Relationship"
female,41 y.o.,"Nogales, Son., México",separated,Mary36,hispanic,-,-,from 19 to 86,more than 2 living with me,Straight,Christian,non-smoker,social drinker,"Fun, Friendship"
male,64 y.o.,"Cape Town, South Africa",divorced,HarryCT,white,Sales,"Hi, how you doing?, I'd really love to chat to you & get to know you, & I hope that the feeling is very much mutual from your side, as well, what do you have to lose?, except for gaining a friend, txxx very much for reading, kindly contact me, asap, well, why haven't you contacted me yet?, till sooner rather than later, chat & meet you soon, cheers for now, Harry...",from 40 to 70,1-2 living elsewhere,Straight,Jewish,non-smoker,social drinker,"Fun, Romance, Serious Relationship"
male,61 y.o.,"Santa Cruz de Tenerife, España",widowed,turjan,hispanic,Autonomo,-,from 47 to 53,no children,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,39 y.o.,"Milpitas, CA 95035, USA",single,Veer,asian,Software engineer,-,from 19 to 86,no children,Straight,Atheist,non-smoker,never,"Fun, Romance"
female,25 y.o.,"Lima, Perú",single,PatriciaVS,hispanic,Estudiante,-,from 19 to 86,no children,Straight,Other,non-smoker,social drinker,"Romance, Serious Relationship"
male,44 y.o.,"Agricultura 4-A, Ecatepec de Morelos, Méx., México",widowed,Leo35,hispanic,Trabajador de gobierno e,-,from 25 to 35,want children,Straight,Other,non-smoker,social drinker,"Serious Relationship, Marriage"
male,50 y.o.,"Buenos Aires, CABA, Argentina",single,Angelluz666,hispanic,Vendedor,Soy una alegre optimista me gusta la diversión paseo conocer lugares paises también me gusta la música en español y ingles,from 19 to 50,no children,Straight,Christian,light smoker,never,"Serious Relationship, Marriage"
male,55 y.o.,"Caracas, Distrito Capital, Venezuela",divorced,joseluismo,white,ventas,-,from 37 to 55,1-2 living with me,Straight,Other,non-smoker,occasional drinker,Fun
female,38 y.o.,"Lima, Peru",single,c3l3ste,hispanic,teacher,"amo viajar, leer, no me gusta la rutina, pero si la estabilidad y el orden en todos los aspectos, valoro mucho las conversaciones profundas que llevan horas, de esas que hace que el café se enfrie sin pensarlo...pero todo eso si hay conexión, las cosas no se obligan solo se dan, pienso que la amistad es la base para todas las cosas, a veces pienso que siendo amigos por siempre es cuando todo sale mejor.",from 31 to 37,no children,Straight,Christian,non-smoker,never,Friendship
female,32 y.o.,"Bogotá, Colombia",single,manuela127,white,masajista,-,from 30 to 70,no children,Straight,Other,non-smoker,never,Friendship
male,39 y.o.,"Lima, Perú",single,Maycal,hispanic,Empleado Administrativo,"Soy un hombre que le encanta hacer ejercicios en el GYM como sano y me gusta ver películas.
Quisiera conocer una chica para tener una relación seria y sobre todo que se enamore de mi, que sea fiel y que algún día me ame.",from 19 to 86,no children,Straight,Christian,non-smoker,never,"Friendship, Serious Relationship"
female,67 y.o.,"Austin, TX, USA",divorced,Kathy76,white,-,-,from 54 to 63,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Romance, Serious Relationship"
male,47 y.o.,"Southwest Middlesex, ON, Canada",separated,Donger,white,-,-,from 26 to 59,1-2 living elsewhere,Straight,Atheist,light smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
female,35 y.o.,"Taguig, Metro Manila, Philippines",single,Cindeymv,asian,Csr,-,from 40 to 60,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage"
male,36 y.o.,"Rochester, IN 46975, USA",separated,Travisla,white,Welder,-,from 19 to 86,more than 2 living elsewhere,Straight,Other,social smoker,social drinker,"Fun, Friendship, Romance, Marriage"
