age,location,ethnicity,occupation,status,description,scam,age_group,country
44,"Sibu, Sarawak, Malaysia",asian,agriculture,single,"Just humble and simple me here..love ,sex,loneliness,take what's yours and leave the rest so i'll suvived,God it's good to be alive...",0,41-50,Malaysia
48,"London, United Kingdom",native american,engineering,single,Am single man looking for someone real not someone into game’s am really seeking for true love of my life my soul mate,1,41-50,United Kingdom
56,"Toronto, ON, Canada",white,construction,single,"Friendly , clean . Fun and looking for adventure and my soulmate",0,51-60,Canada
26,"San Pedro Sula, Honduras",hispanic,other,single,"enthusiastic, happy, fun, loving, educated.",0,21-30,Honduras
48,"Texas city, Texas, United States",white,military,widowed,"I’m a creative and thoughtful person who’d like to be with someone who is both, too. I’m looking for someone with aspirations of growing, learning and always becoming a better person. I’m friendly with a big heart. I like open-minded people who aren’t quick to judge others. A person who’s laid back, compassionate, and has a great sense of humor is right up my alley. I’d say I’m an ambitious too and get along with everybody. Someone who can hold a conversation and can express who they truly are is something I am very attracted to.",1,41-50,United States
53,"Barranquilla, Atlántico, Colombia",hispanic,legal,divorced,"I am spiritual, I trust in God before all things, a good woman, with values, I want to find a man who really loves me, is sincere, I do not like lies, that we fight together, and above all with the direction of God",0,51-60,Colombia
29,"Odense, Denmark, or Granbury, Texas, United States",white,self-employed,single,"I’m so tired of being alone, feeling alone, and being pushed away. looking to find someone special to spend time with. Looking to find someone honest decent and hard working. Looking find the one also looking to make new friends and see where it leads. I can be shy when I first meet someone but I soon come out my shell then u see the cheeky side to me love to make people laugh and smile.",1,21-30,United States
35,"Caracas, Distrito Capital, Venezuela",hispanic,artist,separated,"Serious, happy I like extreme sports",0,31-40,Venezuela
32,"Denmark, Copenhagen, or Maryland, United States",asian,carer,single,am very caring and honest lady,1,31-40,United States
55,"Los angeles, California, or Des Allemands, Louisiana, United States",white,engineering,divorced,"I am a very cheerful man who can always support with a good joke and by giving a good piece of advice. It seems for me my main features are openness, tenderness, attentiveness and faithfulness. I must be honest, yes? Sometimes I may be naughty a little bit. I always look at the bright side of the road and I always believe in bright future. That is why I am here. I am absolutely sure that my second half really exists and I won’t hesitate to make first steps to find her! Surprised? But you are also here with the same intentions! And if you are reading my profile info right now.
I’m divorced and I’m here looking for a life time partner whom will create the vacuum in my heart,so I will love and start a new life with her. I just didn’t believe in divorce, but here I’m now seeking for another life partner.",1,51-60,United States
55,"London, United Kingdom",white,other,single,rodspence60@aol.com,1,51-60,United Kingdom
47,"Tokyo, Japan",asian,medical,divorced,I am easy to get along. Down to earth and sincere.,0,41-50,Japan
51,"Murcia, España",white,self-employed,divorced,I am a very dynamic person who likes to do everything.,0,51-60,España
56,"Armenia, Quindío, Colombia",white,other,separated,I am Argentine living in Colombia,0,51-60,Colombia
51,"Houston, or Arlington, or Austin, Texas, or New York, United States",white,architect,widowed,i need a nice and caring lady that is looking for a long relationship who is ready to love and be loved…..,1,51-60,United States
54,"Morphettville, Australia or Toronto, Canada",white,self-employed,widowed,"I am a honest and very loving man. I am caring and want the best for my partner. I have been married once. I am an average looking guy honest, trimmed beard don’t look or act my age so I have been told many times. I cannot tolerate liars and false people. I love beaches and travelling. I am into sports, like watching them on tv. I would like to meet someone who is honest down to earth with view to forming a serious relationship; someone i will grow old with and who is easy going.",1,51-60,Canada
50,"Tegucigalpa, Honduras",hispanic,engineering,divorced,"Well, I am looking for a woman for a formal relationship, I speak little English",0,51-60,Honduras
40,"San Carlos del Zulia 5147, Zulia, Venezuela",hispanic,clerical,divorced,"Tender, kind, affectionate, full attentive, I love the beach, the mountains, the clne, outdoor activities, sharing with my partner and my family",0,41-50,Venezuela
42,"Caracas, Distrito Capital, Venezuela",hispanic,sales,divorced,"I am family-oriented, I like to watch movies, go out, eat on the street, the pool",0,41-50,Venezuela
36,"Houston, Texas, United States, or Leicester, United Kingdom, or Mexico",mixed,engineering,single,"im a very simply man with so much understanding .i love too meet new poeple and get to know them better . i like going to the bar with my friends to have a drink and have good time together make,s me feel so happy and calm",1,31-40,or Mexico
37,"Los Angeles, California, United States",Native American,manager,single,"My name is Lily , I’m single woman looking for responsible Man , I like to meet Honest and Caring Man , Someone who care for home",1,31-40,United States
61,"Madrid, Spain",pacific islander,self-employed,single,Simple educated.. Smiling,0,61-70,Spain
56,"Cortlandt Manor, New York",white,military,single,"I am an easygoing person, caring , loving, cool, calm, kind, generous, faithful, honest, discipline, humble, God fearing and I’m more interested in spiritual happiness than material gain. I try to remain as humble as possible. I’m no saint by any means but It is important to me. I love children,I’m childlike, love to laugh and joke, keep things light and count my blessing. I don’t drink much, but don’t hold it against any one who does, It’s their choice and I don’t judge them, just want them to be themselves. Let’s talk. But at this point in my life I’m waiting for the total package,a companion, friend and a loving woman.
l am a kind and fun-loving person who wishes to meet someone with those same qualities. I would like someone who is passionate about life and wants to take it to it’s fullest, someone who cares about other people, someone who enjoys spending time with and showing affection to their partner, someone who likes to pamper and be pampered, and someone who likes to laugh.",1,51-60,New York
49,"Los Angeles, California, United States",white,architect,widowed,"My name is David, I am a successful professional who is kind, honest, supportive, open-minded, caring, understanding and loving. I am looking to meet a nice woman to spend the rest of my life with.",1,41-50,United States
58,"San Antonio, Valparaiso Region, Chile",hispanic,engineering,separated,"Responsible, worker, dedicated to the family, serious, fun, educated and very respectful.",0,51-60,Chile
41,"New york, United States",white,military,separated,"I am a honest person,caring,understanding and are above all love. I am a strong, loving, caring, honest woman. i like nature and it beauties and i like camping, hiking, dancing, swimming and enjoy most outdoors activities..
message:
Hello Dear,
You seem like a pretty cool person.I could get that much from your profile, just enough to get me interested. And i felt that I would thing give you a shot. my name is Lt Col Nicole Malachowski. i have some important i want to tell you please write to me back through my private Emailaddress(nicolemalachowski800@yahoo.com) so that i can tell you that ok
Yours,
Lt Col Nicole. Malachowski
alternative",1,41-50,United States
37,"Gilan Province, Iran",middle eastern,military,single,Hello am originally from south africa but currently based in iraq as military personel on peace keeping mission over there but am down to earth lady who believe in sinerity looking for perfect partner.,1,31-40,Iran
44,"Brisbane QLD, Australia",mixed,clerical,single,"I like Basketball, NFL and learning how to drive my four wheel drive. Dont like make up yet, as I do not know how to put it on...",0,41-50,Australia
43,"Managua, Nicaragua",hispanic,finance,divorced,"I am a bohemian man, open-minded.",0,41-50,Nicaragua
33,"Bogotá, Colombia",mixed,unemployed,single,"Well, I am a responsible person, respectful, honest, loyal, courteous. Sometimes I get a bad temper over things that don't make sense. I don't like it when I invent things that aren't and I keep my word and I do it.",0,31-40,Colombia
40,"Lima, Perú",hispanic,engineering,single,"I am kind, loving, faithful, affectionate, fun, hardworking, detail-oriented",0,41-50,Perú
39,"Arequipa, Perú",hispanic,other,single,"Peruvian
Single
1.80 Cms
84 kgs.
Running,gym, Trekking, Travel,wine, languages, IA",0,31-40,Perú
54,"London, United Kingdom",white,sales,divorced,I enjoy life and am a very happy person. I enjoy and a wonderful family. I have two daughters that i have full time. I am self sufficient. But now i am at a place in my life that i would like to have someone to share my life with.,1,51-60,United Kingdom
36,"New York, United States",white,other,single,"I’m a petite, sincere, spiritually-minded, thirty(something) catch. I just haven’t been caught yet because I’ve been too busy getting to know myself, which I think has been invaluable. I love my life because it’s filled with meditation, exercise, yoga, friends, music, dancing, and a belief that I’m exactly where I need to be in the world.",1,31-40,United States
53,"Nueva Esparta, Venezuela",white,other,single,"Calm, in a good mood, zero existential problems, with defects and virtues, I mean normal, I don't like injustices, nor lies, being clear and honest is better, respect, communication and trust so that every relationship flows. I would like a lady to come into my life, a woman in all her splendor, please zero existential nonsense. she wants to be loved, respected, valued.",0,51-60,Venezuela
25,"Bangkok, Thailand",white,self-employed,single,"Hello,how are you doing?My name is Yasi Mohammed,I am from Syria,a single girl never marrired before.I will like to have new penpal friend and a long term relationship from your country that is why i decided to write to you.I will appreciate it most if you get back to me at YasiMohammedBa@hotmail.com so that i can tell you all that is necessary for you to know about me and i will also send you a picture(s) of myself if you write me back.",1,21-30,Thailand
53,"Virginia Beach, Virginia, United States",white,contractor,divorced,"I’m Originally from Italy(Padova),and live in virginia va…. i have one daughter her name is michelle she lives with me i am 52 yrs old…I’m a Sub-Contractor, We build houses and renovate damaged and abandoned properties world wide….. would like to find a nice looking woman with traditional values, very romantic and with a fine culture. Not just with knowledge but with a good sense of life……. Am interested in that woman who will always understand me,Love me ,Cherish me and can understand that we both have ideas to share forever in Love and trust…",1,51-60,United States
47,"Cancún, Q.R., México",hispanic,manager,divorced,"seriously, I like reading traveling meeting people",0,41-50,México
55,"Delaware, United States",white,military,widowed,"loyal, honest, straightforward
I’m looking for a good woman and a companion in life",1,51-60,United States
41,"San Pedro Sula, Honduras",white,housewife,separated,"I am an honest, serious woman, and with good principles, at the moment I am separated.",0,41-50,Honduras
30,"Nebraska, or New York, United States, or United Kingdom",other,self-employed,single,"I’ve been known to be quite the social butterfly, but it’s only because I like meeting new people! I’m looking for a guy who shares my zest for life and is great with animals.",1,31-40,or United Kingdom
23,"Texas, United States, or Sudan",black,other,single,"A loyal kind of girl, faithfulness and honesty is my pride, easy going type.",1,21-30,or Sudan
41,"Allen Texas, or Los Angeles, United States",Native American,military,widowed,"My names is Ryan Mike and am 40 I am a US Soldier deployed in Afghanistan. I am pretty easy going a good listener. Let me say that, what u r about to read may inspire u, denture u, make u sad, or even anger u. But i think that honesty is the best policy. Say it, and let the chips fall where thy may. I am a single father of a wonderful Boy of twelve. I’m a down to earth kind of guy.",1,41-50,United States
36,"Lima, Perú",hispanic,other,single,"I am Corina, I live in Peru, I am a happy, kind, respectful person. I like to make friends and learn new cultures",0,31-40,Perú
24,"New York, United States",white,self-employed,single,"I am kind and life-loving woman. I have a good character but I am very patient and understanding. I know how to be a real friend, treating others with respect My friends say that I am helpful, intelligent, feminine, honest and loyal. In the relationships I love to be affectionate, romantic and playful. I like doing the little things that show my care and true love. I always prefer listening before deciding",1,21-30,United States
60,"Jeffersonville, IN, USA",white,other,divorced,"I am a honest,caring and fun lady. I love the outdoors and doing anything outside to have fun. I enjoy traveling be it to either a small quaint little town to the getting on a plane or boat to see the sites. I am a family lady and love planning meals and get-togethers for them. Right now I am looking for friends to do things with and will see what lies ahead with it. :)",0,61-70,USA
47,"Dublin, Ireland",white,medical,divorced,"Different types of interests: culture, religion, decorations, romantic walking, meditation are my precious. I appreciate friendship and trustworthy.",0,41-50,Ireland
58,"Budapest, Hungary",white,carer,divorced,"I like to listen blues, to paint, to go out with friends, to read good books and to smile :-)",0,51-60,Hungary
49,"Columbus, Ohio, United States",white,engineering,single,"Ima very nice and honest open minded humble and trustful man I’m nice on heart and tender in soul ,I’m very nice to get along with ok.",1,41-50,United States
39,"Antalya, Turkey",white,engineering,single,"I like to travel, watch movies, read books, sports, different kind of activities. I have passion for life, love being among people and with people.",0,31-40,Turkey
72,"Kalamazoo, MI, USA",white,other,widowed,Widower with a lot of life to live,0,71-80,USA
46,"Lima, Peru",mixed,artist,single,I like to be honest. It's very important. Thank you .,0,41-50,Peru
58,"Santa Marta, Magdalena, Colombia",hispanic,legal,divorced,"I am a serious, respectful, calm, kind, reliable and loyal man. Like a good Sagittarius, I like to travel a lot, get to know countries and people, I love adventure and cooking.",0,51-60,Colombia
47,"New York, New York, United States",white,military,single,"I am a down to earth guy with a good sense of humor. I am energetic, and outgoing. I try to live life to the fullest, because life is too short to dwell on the small stuff. I am a very honest, sincere, caring, and loyal guy. Also affectionate, faithful, and passionate. I am a a hard working guy with a good heart and and a lot of good qualities to offer to the right woman. A true genuine gentleman who knows how to love, treat, respect, and appreciate a lady. I am not a player, and i am not here for games.",1,41-50,United States
55,"Gulf Breeze, Florida, or Beverly Hills, California, United States",white,engineering,widowed,"I am a sensitive, intelligent, passionate affectionate,loyal, witty, intelligent, humorous, efficient, creative, sensitive, caring, generous, communicative, sensual, charming, reliable, cleverly neat man. I am a very responsible man and who treat her woman like a queen,I’m very respectful and do what my woman wants me do.",1,51-60,United States
28,"Los Olivos, Peru",hispanic,engineering,single,"I am a happy, friendly young woman who fights for her goals and who is looking for someone with whom to share a successful future.",0,21-30,Peru
40,"Edison, New Jersey, United States",white,military,single,"My name is Miller, i am a soldier and i have been working with the American government for some couple of years as a military man.. I am a man with good sense of humor, a man who has the fear of God.. I am looking for a woman who can help me build a home(family), a woman with good potentials, a woman that has the fear of God, a woman that will respect me as her husband as i am willing and ready to respect her as my darling wife… I hope i find a perfect woman that can raise a God fearing family with/for me…",1,41-50,United States
51,"San Antonio, Texas, or Ohio, United States",mixed,self-employed,divorced,"I’d describe myself a man with a kind heart, loving, caring and affectionate of course, good listener who likes to take in the opinion of others and see what benefit i can derive from it..Sense of humor is one huge attributes of me lol..A God fearing man who likes to act according to his will and not an advocate of cheating in marriage or serious relationship..So dedicated with my job,but still wouldn’t let that take away my concentration and giving enough good time to spend with my partner if ever lucky enough to find one.. I hope i honestly could come across her on here..",1,51-60,United States
35,"Victorville, California, United States",hispanic,carer,divorced,"I am very outgoing,communicative,easy going,outspoken,I am also a very Romantic type,love to cuddle,hold hands while walking,I’m trustworthy so far as people tell me maybe I’m just laid back,lol…I also tend to have a good heart with so much of love to give and to receive.",1,31-40,United States
54,"New Orleans, Louisiana, or Ohio, United States",white,medical,single,"I’m rawling mckibben by name and I’m from louisiana,I’m a doctor and I work with UN(united nation),I Specialized on joint,bone and ligearment,I was here to look for the right,loyal and trustful woman of my heart,and I’m where to give her all my life and I’m ready to care for her for the rest of my life.",1,51-60,United States
32,"Managua, Nicaragua",hispanic,other,single,"I am serious, I like to laugh a little, read and study.",0,31-40,Nicaragua
27,"Reus, Tarragona, España",white,carer,single,"I am a very shy boy but at the same time a little loose, I have blue eyes, I am a little short, I am very funny and friendly at the same time and I like to make people laugh.",0,21-30,España
35,"Bray, Co. Wicklow, Ireland",hispanic,security,single,"Hi, I'm an Italian 29-year-old boy, long brown hair, dark eyes, athletic body and tall 1,96 meters. I love nature, rainy days, metal music and read. My hobbies are writing, painting, music and sports. The rest you can dicover about me in front of a nice glass of red beer.",0,31-40,Ireland
38,"Tulsa, OK, USA",mixed,other,single,"Love to enjoy the woman I'm with not just physically. I am who I am. I'm not looking for Mrs .perfect just
Mrs. Right4Me",0,31-40,USA
36,"Los Angeles, California",Native American,manufacturing,widowed,"am here for a serious relationship not Game
I am self confident man, who knows what He wants! I love nature, live music, salsa dancing and more…
My ideal match is someone who has similar interests as I do. I first want to become friends, then see where things lead. I would love a relationship like my parents had. They we’re best friends, until to the day my father passed away.",1,31-40,California
49,"Cairo, Cairo Governorate, Egypt",middle eastern,other,married,"I'm from Egypt , I'm 44 years old. Married and have 3 childrens. I need a real friend to talk to. I have friends from different countries and different cultures. We used to share our life experience with each others. This is very interesting.",0,41-50,Egypt
31,"Bogotá, Colombia",hispanic,other,single,"I am a working person. Fun and I really like sharing, reading and cycling.",0,31-40,Colombia
34,"Gothenburg, Sweden",white,self-employed,single,i am a single woman honest loyal caring faithful easy going woman supportive God fearing Good lister,1,31-40,Sweden
62,"Huánuco, Perú",hispanic,government,separated,"I am handsome, 1.65, dark-skinned, I am quite flattering, very respectful, I like nature and sharing very happy moments.",0,61-70,Perú
53,"Washington, United States",white,engineering,single,I am a nice and caring who want to be in a relationship that will lead to marriage,1,51-60,United States
37,"Panama City, Panama",white,other,divorced,"I consider myself a normal boy, loving when I have to be, affectionate and strong-willed, joking when necessary and serious when necessary, very loyal, responsible and capable.",0,31-40,Panama
33,"Iquitos, Perú",hispanic,engineering,single,I am a loving and loyal person with good personality and character,0,31-40,Perú
26,"Brooklyn, NY, USA",hispanic,construction,single,"I would like to meet someone who knows what they want in life
And that it mainly has goals set to improve ourselves together",0,21-30,USA
55,"Houston, Texas, or Bridgeport, Connecticut, United States",white,engineering,widowed,"I’m always myself,I don’t claim to be what i am not. I tend to speak my mind and share more light and thoughts to things, I’m not perfect, I’m a good listener and I like learn. I am a caring, loving, understanding man. I like the outdoors, sports, taking walks, movies, music, and spending time at home. I have a great sense of humor. I love life and I love to laugh. I am looking for a serious relationship. I am looking for a woman who is serious and wants to be loved and treated like a queen.",1,51-60,United States
30,"Houston, Texas, or Riverside, California, United States",white,self-employed,single,"I’m in search of my other half loving and caring man with good sense of humor to spend the rest of my life with, Please read before u message me okay am not here for sex talk or one night stand….Thanks",1,31-40,United States
50,"Los Angeles, California, or New York, United States",white,self-employed,widowed,"It is so hard to describe myself, as I am sure it is for most people. I guess the best way to put it is that I am a genuine person with a huge heart. I am family oriented and I am looking for someone with strong family values. I am looking for a lady in the whole extension of the word, selfconfindent, very intelligent, who has strong and clear values and ideals, compatible with mine, of course and, most of all, with whom I could have an excellent communication, free of obstacles, totally open and based on the mutual confidence; a solid relationship, in which there exists intimacy and mutual knowledge of our feelings, capacities, limits, etc.. In other words, I think I am just looking for someone to share my life with. Feel free to email me if you are interested, and let embark on a blissful jorney of love, friendship and companionship.",1,51-60,United States
50,"76121 Barletta, Province of Barletta-Andria-Trani, Italy",white,technology,single,"I'm good worker, serious person and 
I believe in values ​​like friendship, respect, education and love.
I ate violent and liars people.",0,51-60,Italy
46,"Omsk, Russia",white,other,widowed,"I am cheerful, kind, flexible, curious and romantic woman. I am active and good woman! You will understand completely what it means only after spending some time with me. I have a lot of energy! I am in good shape. I do love this life, it’s wonderful! I am optimistic and solve all problems smiling. I am always sincere – I don’t see any sense in playing with feelings of other people. I am looking for my happiness and believe that I will find it soon!",1,41-50,Russia
48,"West Virginia, United States",mixed,academic,divorced,"I would consider myself to be a kind, caring, giving, self-confident, honest, and well mannered gentleman, who is a pretty easy-going and a simple type man who is well educated and tries to take advantage of all the opportunities that life has to offer",1,41-50,United States
48,"Califonia, United States",white,self-employed,single,"My desire is to meet a woman with inner beauty,because that makes that woman very beautiful, kind heart and with good heart, and that woman need to be very sensitive, serious, warm and assertive woman, I’m looking for a special,loving relationship with a unique woman who is affectionate, beautiful,with a shapely figure, sincere, easygoing,with interests and characteristics similar to mine, someone who wants a meaningful,serious,long-term relationship… Not just a few dates, because I am tired of being lonely without a life partner !",1,41-50,United States
34,"Helsinki, Finland",black,transport,divorced,Am just a simple man looking forward in finding a serious woman who will be ready for a long term relation that can lead to marriage,1,31-40,Finland
49,Singapore,asian,clerical,divorced,"“Some good friends can help us grow. Hope to meet the right person with pleasant personalities. Friendship can make people learn tolerance, humility and growth. I hope to get to know different friends through this platform.”",0,41-50,Singapore
45,"Los Angeles, California, United States",native american,engineering,widowed,"Hi…Name is Jeff, from California ,. I would describe myself as friendly and goal oriented.I enjoy having a conversation with someone and talking about different thing’s that are going on day to day. I like people who are true to themselves and real with me. I am 5’10 tall ., single, a non-smoker,",1,41-50,United States
45,"Delaware, United States",mixed,engineering,widowed,"If I could only write the perfect profile, but then again.. I am far from perfect. I have tried dating sites for two years now. I have been unsuccessful. I would have to say that over 95% of the women I have contacted have nit responded. Which really raises the question as to what women really want? But if any man really knew that, the redundancy of these sights would be clear.",1,41-50,United States
24,"Buenos Aires, Argentina",white,other,single,"Hello, yemos yerilis, I am Colombian, I live in Barcelona, ​​Spain, I want to meet and have friends, I am educated and have an understandable temperament.",0,21-30,Argentina
44,"Valencia, Carabobo, Venezuela",white,engineering,single,I plan to travel to Germany soon and I want to make new friends.,0,41-50,Venezuela
36,"New York, United States or Pretoria, South Africa",white,other,single,i will tell you when you contact me,1,31-40,South Africa
59,"Bogotá, Colombia",hispanic,academic,widowed,"I am an educated person, with moral principles and healthy habits.",0,51-60,Colombia
56,"Maryland, United states",white,retired,divorced,"I am a tall man with a broad smile, kind eyes with a deep passion for my family. You could say that I am one of the few people who enjoy their job, I can honestly admit that I adore my job and have a strong drive to achieve better by providing outstanding care and empathy to my patients. Ever since I was a little boy, I have always dreamed of becoming a doctor and I made this dream into reality when I grew up. The best feeling in the world is seeing my patients recover and become healthy and confident individuals once again. I would definitely describe myself as a confident, caring, thoughtful, loving, perceptive and spontaneous man. I lead a busy life, my job is very demanding both physically and mentally, home life is equally busy because there is always stuff to be done, why put off until tomorrow what can be done today is one of my mottos in life. After heart break, I healed myself through work and concentrated on gaining experiences and further qualifications. However, I am now ready to take the backseat and remind myself what it is to feel like a man once again. I am full of desire and passion and I need to release it to a woman who will appreciate my kindness and honesty.",1,51-60,United states
25,"New York, United States",black,other,single,"I am attractive, sincere, easy going, down to earth, college educated person, who is a bit shy as well as dependent. I love to laugh, have a good time enjoying what life has to offer. I enjoy spending time outdoors(camping,fishing,the beach, as well as spending time indoors. I spend time with my friends and family. I love to travel, cook, and practice Salsa dancing as well as ballroom dancing. I like to go to the movies,dinner, comedy shows and live plays.",1,21-30,United States
50,"Florida or New Jersey, United States",white,military,divorced,"I’m Originally from Italy and by nationality i became a citizen of the greatest country in the world US of A. I am hard working and I like my job because through my job i have been able to protect those who can not protect themselves against the wicked people of this world.Some of my hobbies are cooking, Singing and playing cards…but not for gambling ..lol",1,51-60,United States
27,"Ciudad de México, CDMX, México",hispanic,analyst,single,I love having a good time and living life to the fullest.,0,21-30,México
57,"Danville, VA, USA",white,retired,widowed,I’m scott loves fishing camping swimming mountains beach cruise concerts festivals sports bowling games guitars watching movies listening to music dining out restaurants spending time with family and friends,0,51-60,USA
58,"New Bedford, MA, USA",white,retired,single,I'm a retired chef looking for some excitement in life. And I'm a great pleaser of kinks,0,51-60,USA
26,"Degyada, Ireland, or Berlin, Germany",white,self-employed,single,"I am Kind, Caring, Honest, Trustworthy… I am Looking for someone who has the same Quality",1,21-30,Germany
62,"Berea, KY, USA",white,other,divorced,im a crazy funny gal but in a good way i am loving and generous i am no stranger to anyone i love people i love to karaoke i love tattoos i have 31 of them and i am an awesome cook,0,61-70,USA
31,"Baghdad, Iraq",white,military,single,i am simple by nature and always humble…,1,31-40,Iraq
46,"Monclova, Coah., México",hispanic,military,separated,"I like to give hugs, I like to smile at everyone even if they partly dislike me. I don't like falsehood or lies. I hate people who believe they are superior to others or those who believe that with the snap of their fingers they will have everything done. I have always liked to fight for what I want and I have encountered many obstacles that I could not knock down, stones that made me trip and people that made it difficult for me to pass.
I have my faults, like everyone. I'm not perfect, there is no one who is. It's my fault that sometimes I measure my words too much and fail to say what I really think. Bad taste and ill-timed jokes fail me. That stubbornness of mine fails me. It fails me that, sometimes, I don't know when is the right time to say ""I'm sorry"" and other times I don't even dare or it doesn't come out of me. And many other things...
I always tend to value myself less than what I'm really worth for fear that I'll think something uncertain. I'm somewhat insecure.
I smile because I have cried enough. It's the easiest thing there is, that's why I smile, so that no one thinks that I'm going easy or that I'm very weak.",0,41-50,México
29,"Santa Cruz de la Sierra, Bolivia",hispanic,technology,single,"Hello, I am a calm, sociable person, I am somewhat conservative.",0,21-30,Bolivia
49,"Lakewood, OH, USA",black,other,divorced,"I am a straight forward person, I am a one man women, I love to smile and I love romance.. I am looking for my happy, a person that loves and respect a women that can also love and respect him..",0,41-50,USA
53,"Los Angeles, California, United States",Native American,engineering,widowed,"am a simple single father of one child, i am an engineer, i like nature a lot…I like gardening, walking in the forest, by the beach and at the parks…I also like hiking, i am a man with homor, i am sincere, loving, caring and understanding.. I like out doors activities like the movies, theaters, concerts, but not really nice without a loving woman by the side….i like animals",1,51-60,United States
26,"North Carolina, United States",white,carer,single,"am an Energetic and Sociable person. I appreciate decency and sincerity in a relationship between a man and a woman.. The inner beauty is more important for me than the beauty of appearance. I wish to open a new world in the world of your soul. And if I understand you are the Only whom I am seeking, i share with you all your sorrows and joys, i will be your best friend and life partner I like to travel very much.. It is very interesting to get more knowledge about the new countries, new people and traditions. It’s great to have such a possibility",1,21-30,United States
54,"Manchester, UK",white,self-employed,divorced,"Hi, I'm not quite sure what I'm looking for, when it envelopes me, I'll know. 
I'm romantic, fun but also with a serious side, love life right now & have a lot to offer in a relationship.
Please don't bother me with the usual one liner demands, spare me the embarrassment. 
Keep it Interesting please.",0,51-60,UK
41,"Cape Town, South Africa",mixed,other,single,"fun 
loving 
loyal 
caring 
goal orientated",0,41-50,South Africa
51,"Cali, Valle del Cauca, Colombia",white,other,single,"Above all, I am a gentleman, a detail-oriented person, I like to do everything with my partner, first God, then my partner, then the rest of humanity.",0,51-60,Colombia
32,"Bevinsville, KY 41606, USA",white,other,separated,"Imma kinda, hopeless romantic, nympho, cuddle sleeping feller.",0,31-40,USA
44,"London, United Kingdom",mixed,engineering,single,"I am. single, god fearing, faithful, very loving, romantic. passionate man. respectful, trustful and kind with a humble heart and very understanding",1,41-50,United Kingdom
29,"Iowa, United States",white,construction,single,I’m very laid white and down to earth I’m also very old fashioned when it comes to my respect and treatment for men I’m a social wine drinker but a non smoker,1,21-30,United States
48,"Denver, CO, USA",white,self-employed,single,"6'1 brown hair blue eyes covered in tattoos and king of the dorks and if you don't love to laugh you should probably keep searching because I'll make you laugh so hard you'll pee your pants, just sayin and if you can make me laugh you've won me over.",0,41-50,USA
43,"Cochabamba, Bolivia",hispanic,academic,single,"Cheerful, outgoing and fun",0,41-50,Bolivia
56,"London, United Kingdom",white,accounting,single,"what can i say about me, i am easy going gentleman, always ready to try out new things, discover good friends and ready to communicate. i like reading and listening to news in my free time or hand out with a friend in quiet areas. life is pretty good and we live for once so i agree with this idea. we must live happily and make someone happy too, not always about us",1,51-60,United Kingdom
59,"Orlando, Florida, EE. UU.",hispanic,technology,single,"I am generous, honest, loyal, sincere, loving


I am not looking for a perfect woman but I am looking for a wonderful, faithful and loyal woman, who is sweet. That when she is afraid, she knows that in my arms she has the best refuge, because in me she will find support, understanding, and unconditional loyalty, a woman who can be tender, humble. reliable; I don't like manipulators or those with bad character. I want a woman who will be my companion forever, who forgives my mistakes, who is patient. I have not yet been able to find a woman like that. Maybe it will be you???? The only thing missing is for her to find what she is looking for in me. I don't think I meet all the requirements, but I am willing to do my best to fill them.",0,51-60,EE. UU.
50,"Tampa, Florida, United States",white,engineering,widowed,"What is important to me right now is to get the woman i wanna spend the rest of my life with..i am a peace lover, a caring gentle man with respect for humanity and lots of life inside.. extremely romantic and a man that DESPISE lies .i hope to find that woman that will complete me ..i hope to find her here..",1,51-60,United States
57,"Lebanon, TN, USA",white,carer,married,I AM MARRIED I DO HAVE 3 KIDS WE DO LIVE WITH MY HUSBAND MY SON AND I JUST WANT TO LEAVE HIM ON AUGUST 25 2020 NEXT YEAR I AM LOOKING FOR LOVE AND RELATIONSHIP AND FURTURE AND SOULMATE AND WHO WILL EXCEPT MY SON CHAD AND TO LIVE TOGETHER WITHOUT BEING MARRIED WHO WILL LOVE AND WANT US WHO WILL NEVER ASK FOR THINGS FROM ME AT ALL WHO WILL NEVER ASK FOR ANY FAVOR FROM ME AT ALL WHO WILL DRIVE IN TENNESSEE IN MY HUSBAND DRIVEWAY FOR US AT 9:00 A.M. MY TIME SHAPE ON AUGUST 25 2020 NEXT YEAR WHO WILL NOT TRAVEL NO OTHER COUNTRIES EVER U MUST HAVE A HOUSE IN THE STATE USA ONLY WHO IS WHITE SLIM CLEAN CUT MAN ONLY,0,51-60,USA
57,"Arvado, Colorado or New York, United States",white,military,widowed,"I’m a kind and sincere man, open minded and honest, affectionate. simple, easy going and caring person and true. I enjoy nice brandy, i like traveling share ideas with friends. I love to joke and put smile to the face of people around me. I hope to meet my heart desire a good and kind woman, loyal, caring, thoughtful, creative, compassionate, imaginative, serious, sensual and passionate……i don’t like women who lie, cheat, dishonest, Disrespectful, and who play tricks.",1,51-60,United States
21,"46800 Játiva, Valencia, España",white,other,single,I really like going out paddle music beach,0,21-30,España
